IM62v4,IM767v2,category,stratum,Athal,defline
Migut.11G104800,MgIM767.11G092900,1:1,inv11b,AT5G17540,(1 of 1) PTHR31642:SF9 - (Z)-3-HEXEN-1-OL ACETYLTRANSFERASE
Migut.11G104900,MgIM767.11G092800,1:1,inv11b,AT5G17540,(1 of 1) PTHR31642:SF9 - (Z)-3-HEXEN-1-OL ACETYLTRANSFERASE
Migut.11G105000,MgIM767.11G092700,1:1,inv11b,AT3G03270,(1 of 1) PTHR46100:SF1 - OS02G0773200 PROTEIN
Migut.11G105100,MgIM767.11G092600,1:1,inv11b,AT3G03480,(1 of 1) K18858 - (Z)-3-hexen-1-ol acetyltransferase (CHAT)
Migut.11G105200,MgIM767.11G092500,1:1,inv11b,AT5G17540,(1 of 1) PTHR31642:SF9 - (Z)-3-HEXEN-1-OL ACETYLTRANSFERASE
Migut.11G105300,MgIM767.11G092300,1:1,inv11b,AT3G03480,(1 of 1) K18858 - (Z)-3-hexen-1-ol acetyltransferase (CHAT)
x,MgIM767.11G092000,IM767+,inv11b,AT1G17920,(1 of 1) PTHR45654:SF1 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG12
Migut.11G105400,MgIM767.11G092800,1:1,inv11b,AT5G17540,(1 of 1) PTHR31642:SF9 - (Z)-3-HEXEN-1-OL ACETYLTRANSFERASE
Migut.11G105500,x,IM62+,inv11b,AT5G17540,(1 of 1) PTHR31642:SF9 - (Z)-3-HEXEN-1-OL ACETYLTRANSFERASE
Migut.11G105600,x,IM62+,inv11b,AT3G03270,(1 of 1) PTHR46100:SF1 - OS02G0773200 PROTEIN
Migut.11G105700,MgIM767.11G092400,1:1,inv11b,AT3G17020,(1 of 1) PTHR46100:SF4 - USP DOMAIN-CONTAINING PROTEIN
Migut.11G105800,x,IM62+,inv11b,AT3G03480,(1 of 1) K18858 - (Z)-3-hexen-1-ol acetyltransferase (CHAT)
Migut.11G105900,x,IM62+,inv11b,AT4G12560,(1 of 1) PTHR31790:SF615 - F-BOX PROTEIN CPR1
Migut.11G106000,MgIM767.11G092200,1:1,inv11b,AT4G09795,(1 of 5) PTHR33830:SF26 - DEFENSIN-LIKE PROTEIN 122-RELATED
Migut.11G106100,x,IM62+,inv11b,,
Migut.11G106200,MgIM767.11G092100,1:1,inv11b,AT3G03480,(1 of 1) K18858 - (Z)-3-hexen-1-ol acetyltransferase (CHAT)
Migut.11G106300,MgIM767.11G090600,1:1,inv11b,AT1G73360,(1 of 1) PTHR45654:SF70 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG11
Migut.11G106400,x,IM62+,inv11b,AT5G17540,(1 of 1) PTHR31642:SF9 - (Z)-3-HEXEN-1-OL ACETYLTRANSFERASE
Migut.11G106500,x,IM62+,inv11b,,
Migut.11G106600,MgIM767.11G091000,1:1,inv11b,AT3G07870,(1 of 4) PTHR31672:SF3 - F-BOX ASSOCIATED UBIQUITINATION EFFECTOR FAMILY PROTEIN
Migut.11G106700,x,IM62+,inv11b,AT3G03480,(1 of 1) K18858 - (Z)-3-hexen-1-ol acetyltransferase (CHAT)
Migut.11G106800,MgIM767.11G091100,1:1,inv11b,AT1G73360,(1 of 1) PTHR45654:SF70 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG11
Migut.11G106900,x,IM62+,inv11b,AT1G73360,(1 of 1) PTHR45654:SF70 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG11
Migut.11G107000,MgIM767.11G091200,1:1,inv11b,AT1G65930,"(1 of 1) PTHR11822:SF21 - ISOCITRATE DEHYDROGENASE [NADP], MITOCHONDRIAL"
Migut.11G107100,x,IM62+,inv11b,,
Migut.11G107200,MgIM767.11G091300,1:1,inv11b,AT1G65950,(1 of 1) PTHR43173:SF28 - AARF DOMAIN-CONTAINING PROTEIN KINASE 1
Migut.11G107300,MgIM767.11G091500,1:1,inv11b,AT3G07870,(1 of 4) PTHR31672:SF3 - F-BOX ASSOCIATED UBIQUITINATION EFFECTOR FAMILY PROTEIN
x,MgIM767.11G091600,IM767+,inv11b,,
x,MgIM767.11G091700,IM767+,inv11b,AT2G44950,(1 of 1) PTHR23163:SF0 - E3 UBIQUITIN-PROTEIN LIGASE BRE1
x,MgIM767.11G091800,IM767+,inv11b,,
Migut.11G107400,MgIM767.11G090800/MgIM767.11G090900,1:1,inv11b,AT3G03260,(1 of 1) PTHR45654:SF63 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG8
Migut.11G107500,x,IM62+,inv11b,AT5G17540,(1 of 1) PTHR31642:SF9 - (Z)-3-HEXEN-1-OL ACETYLTRANSFERASE
Migut.11G107600,x,IM62+,inv11b,AT3G12640,(1 of 1) PTHR14738:SF32 - RNA BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN
Migut.11G107700,MgIM767.11G091400,1:1,inv11b,AT3G07870,(1 of 4) PTHR31672:SF3 - F-BOX ASSOCIATED UBIQUITINATION EFFECTOR FAMILY PROTEIN
Migut.11G107800,MgIM767.11G091900,1:1,inv11b,AT1G73360,(1 of 1) PTHR45654:SF70 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG11
Migut.11G107900,MgIM767.11G090700,1:1,inv11b,AT1G28690,(1 of 10) PTHR47924:SF204 - DYW_DEAMINASE DOMAIN-CONTAINING PROTEIN
Migut.11G108000,x,IM62+,inv11b,AT1G73360,(1 of 1) PTHR45654:SF70 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG11
Migut.11G108100,x,IM62+,inv11b,AT1G73360,(1 of 1) PTHR45654:SF70 - HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG11
x,MgIM767.11G084900,IM767+,inv11b,AT3G19760,(1 of 1) PTHR47958:SF26 - EUKARYOTIC INITIATION FACTOR 4A-III
x,MgIM767.11G085000,IM767+,inv11b,AT5G63520,(1 of 1) PTHR14939:SF5 - F-BOX ONLY PROTEIN 22
Migut.11G108200,MgIM767.11G085100,1:1,inv11b,AT5G16370,"(1 of 2) PTHR43859:SF56 - ACYL-ACTIVATING ENZYME 5, PEROXISOMAL-RELATED"
Migut.11G108300,MgIM767.11G085200,1:1,inv11b,AT3G02700,(1 of 1) PTHR46137:SF3 - OS05G0310600 PROTEIN
x,MgIM767.11G085300,IM767+,inv11b,AT1G19260,"(1 of 3) IPR006580//IPR008906//IPR012337//IPR025398 - Zinc finger, TTF-type // HAT dimerisation domain, C-terminal // Ribonuclease H-like domain // Domain of unknown function DUF4371"
Migut.11G108400,MgIM767.11G085400,1:1,inv11b,AT5G63870,(1 of 1) K04460//K15423 - serine/threonine-protein phosphatase 5 (PPP5C) // serine/threonine-protein phosphatase 4 catalytic subunit (PPP4C)
Migut.11G108500,MgIM767.11G085500,1:1,inv11b,AT1G77240,(1 of 1) PTHR43859:SF53 - ACYL-ACTIVATING ENZYME 4-RELATED
Migut.11G108600,MgIM767.11G085600,1:1,inv11b,AT5G37020,(1 of 1) PTHR31384:SF187 - AUXIN RESPONSE FACTOR 8
Migut.11G108700,MgIM767.11G085700,1:1,inv11b,AT1G78690,(1 of 1) PTHR12497:SF5 - N-ACYLPHOSPHATIDYLETHANOLAMINE SYNTHASE
Migut.11G108800,MgIM767.11G085800,1:1,inv11b,,
Migut.11G108900,MgIM767.11G085900,1:1,inv11b,AT5G65930,(1 of 1) PTHR47972:SF16 - KINESIN-LIKE PROTEIN
Migut.11G109000,MgIM767.11G086000,1:1,inv11b,AT5G45890,(1 of 1) PTHR12411:SF1032 - SENESCENCE-SPECIFIC CYSTEINE PROTEASE SAG12
Migut.11G109100,x,IM62+,inv11b,AT5G50260,(1 of 1) PTHR12411:SF1001 - KDEL-TAILED CYSTEINE ENDOPEPTIDASE CEP1
Migut.11G109200,MgIM767.11G086200,1:1,inv11b,AT1G65730,(1 of 1) PTHR31645:SF22 - METAL-NICOTIANAMINE TRANSPORTER YSL7-RELATED
Migut.11G109300,MgIM767.11G086100,1:1,inv11b,AT5G45890,(1 of 1) PTHR12411:SF1032 - SENESCENCE-SPECIFIC CYSTEINE PROTEASE SAG12
Migut.11G109400,x,IM62+,inv11b,AT3G05320,(1 of 1) PTHR37220:SF1 - O-FUCOSYLTRANSFERASE FAMILY PROTEIN
Migut.11G109500,MgIM767.11G086300,1:1,inv11b,AT1G31260,(1 of 1) PTHR11040:SF48 - ZINC TRANSPORTER 10-RELATED
Migut.11G109600,x,IM62+,inv11b,AT1G31260,(1 of 1) PTHR11040:SF48 - ZINC TRANSPORTER 10-RELATED
Migut.11G109700,MgIM767.11G086400,1:1,inv11b,AT2G35035,"(1 of 1) K03190 - urease accessory protein (ureD, ureH)"
Migut.11G109800,x,IM62+,inv11b,AT1G21970,(1 of 1) PTHR11064:SF115 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-9
Migut.11G109900,MgIM767.11G086500,1:1,inv11b,AT5G16370,"(1 of 2) PTHR43859:SF56 - ACYL-ACTIVATING ENZYME 5, PEROXISOMAL-RELATED"
x,MgIM767.11G086600,IM767+,inv11b,,
Migut.11G110000,MgIM767.11G086700,1:1,inv11b,AT1G65730,(1 of 1) PTHR31645:SF22 - METAL-NICOTIANAMINE TRANSPORTER YSL7-RELATED
Migut.11G110100,MgIM767.11G086800,1:1,inv11b,AT1G11950,(1 of 1) PTHR12549:SF67 - JMJC DOMAIN-CONTAINING PROTEIN
Migut.11G110200,MgIM767.11G086900,1:1,inv11b,AT5G36960,
Migut.11G110300,MgIM767.11G087000,1:1,inv11b,AT4G03540,(1 of 13) PTHR36488:SF8 - CASP-LIKE PROTEIN 1U1
Migut.11G110400,MgIM767.11G087100,1:1,inv11b,AT3G02680,"(1 of 1) K10867 - nijmegen breakage syndrome protein 1 (NBN, NBS1)"
Migut.11G110500,MgIM767.11G087200,1:1,inv11b,AT5G36970,(1 of 7) PTHR31234:SF2 - LATE EMBRYOGENESIS ABUNDANT (LEA) HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY MEMBER
Migut.11G110600,MgIM767.11G087300,1:1,inv11b,AT3G48310,(1 of 5) PTHR47956:SF147 - CYTOCHROME P450 71A21-RELATED
Migut.11G110700,MgIM767.11G087400,1:1,inv11b,AT3G48310,(1 of 5) PTHR47956:SF147 - CYTOCHROME P450 71A21-RELATED
Migut.11G110800,MgIM767.11G087500,1:1,inv11b,AT4G16444,(1 of 1) PTHR42650:SF1 - GUIDED ENTRY OF TAIL-ANCHORED PROTEINS FACTOR 1
Migut.11G110900,MgIM767.11G087600,1:1,inv11b,AT1G21930,
Migut.11G111000,MgIM767.11G087700,1:1,inv11b,AT1G65700,(1 of 1) K12627 - U6 snRNA-associated Sm-like protein LSm8 (LSM8)
Migut.11G111100,MgIM767.11G087800,1:1,inv11b,AT3G02690,(1 of 51) PF00892 - EamA-like transporter family (EamA)
Migut.11G111200,MgIM767.11G087900,1:1,inv11b,AT2G03200,(1 of 1) PTHR47967:SF23 - OS04G0448300 PROTEIN
Migut.11G111300,MgIM767.11G088000,1:1,inv11b,AT5G37010,(1 of 1) PTHR34367:SF8 - BNACNNG25400D PROTEIN
Migut.11G111400,MgIM767.11G088100,1:1,inv11b,AT1G65820,(1 of 1) PTHR10250:SF22 - MICROSOMAL GLUTATHIONE S-TRANSFERASE
Migut.11G111500,MgIM767.11G088200,1:1,inv11b,,
x,MgIM767.11G088300,IM767+,inv11b,,"(1 of 3) IPR003604//IPR015880 - Zinc finger, U1-type // Zinc finger, C2H2-like"
x,MgIM767.11G088400,IM767+,inv11b,AT1G17130,(1 of 2) PTHR12111:SF1 - COILED-COIL DOMAIN-CONTAINING PROTEIN 94
Migut.11G111600,MgIM767.11G088500,1:1,inv11b,AT5G20950,(1 of 1) PTHR30620:SF16 - LYSOSOMAL BETA GLUCOSIDASE
Migut.11G111700,MgIM767.11G088600,1:1,inv11b,AT3G02710,(1 of 1) K12864 - beta-catenin-like protein 1 (CTNNBL1)
Migut.11G111800,MgIM767.11G088700,1:1,inv11b,AT3G02720,(1 of 3) K18881 - D-lactate dehydratase (DJ1D)
Migut.11G111900,MgIM767.11G088800,1:1,inv11b,AT1G65840,(1 of 1) PTHR10742:SF228 - POLYAMINE OXIDASE 4-RELATED
Migut.11G112000,MgIM767.11G088900,1:1,inv11b,AT4G19640,(1 of 2) K07889 - Ras-related protein Rab-5C (RAB5C)
Migut.11G112100,MgIM767.11G089000,1:1,inv11b,AT1G66120,"(1 of 1) PTHR43859:SF2 - BUTYRATE--COA LIGASE AAE11, PEROXISOMAL"
Migut.11G112200,MgIM767.11G089100,1:1,inv11b,AT5G17220,(1 of 1) PTHR43900:SF54 - GLUTATHIONE S-TRANSFERASE F12
Migut.11G112300,MgIM767.11G089200,1:1,inv11b,AT5G36110,(1 of 3) 1.14.13.201 - beta-amyrin 28-monooxygenase. / CYP716A52v2.
Migut.11G112400,MgIM767.11G089300,1:1,inv11b,AT5G17230,(1 of 1) 2.5.1.32 - 15-cis-phytoene synthase. / PSase.
Migut.11G112500,MgIM767.11G089400,1:1,inv11b,AT5G17240,(1 of 1) PTHR13271:SF163 - SET DOMAIN-CONTAINING PROTEIN 4
Migut.11G112600,x,IM62+,inv11b,ATCG01280,(1 of 2) PTHR33078:SF108 - PROTEIN YCF2
Migut.11G112700,x,IM62+,inv11b,ATCG00840,"(1 of 3) K02892 - large subunit ribosomal protein L23 (RP-L23, MRPL23, rplW)"
Migut.11G112800,MgIM767.11G089500,1:1,inv11b,AT1G21270,(1 of 8) PTHR27005:SF283 - WALL-ASSOCIATED RECEPTOR KINASE 1-RELATED
Migut.11G112900,x,IM62+,inv11b,AT2G34420,(1 of 5) K08912 - light-harvesting complex II chlorophyll a/b binding protein 1 (LHCB1)
Migut.11G113000,MgIM767.11G089600,1:1,inv11b,AT1G29930,(1 of 5) K08912 - light-harvesting complex II chlorophyll a/b binding protein 1 (LHCB1)
Migut.11G113100,MgIM767.11G089700,1:1,inv11b,AT1G73370,(1 of 1) PTHR45839:SF24 - SUCROSE SYNTHASE 6
Migut.11G113200,MgIM767.11G089800,1:1,inv11b,AT5G57500,"(1 of 1) PTHR11214:SF351 - BETA-1,3-GALACTOSYLTRANSFERASE PVG3"
Migut.11G113300,MgIM767.11G089900,1:1,inv11b,AT1G65900,
Migut.11G113400,MgIM767.11G090000,1:1,inv11b,AT1G65910,(1 of 16) PTHR31744:SF229 - NAC TRANSCRIPTION FACTOR
Migut.11G113500,MgIM767.11G090100,1:1,inv11b,AT1G78380,(1 of 1) PTHR11260:SF787 - GLUTATHIONE S-TRANSFERASE U19
Migut.11G113600,MgIM767.11G090200,1:1,inv11b,AT5G17290,(1 of 1) K08339 - autophagy-related protein 5 (ATG5)
Migut.11G113700,x,IM62+,inv11b,AT5G47550,(1 of 1) PTHR47364:SF2 - CYSTEINE PROTEINASE INHIBITOR 5
Migut.11G113800,x,IM62+,inv11b,,
Migut.11G113900,MgIM767.11G090300,1:1,inv11b,AT5G17300,(1 of 1) PTHR12802:SF176 - PROTEIN REVEILLE 1
Migut.11G114000,MgIM767.11G090400,1:1,inv11b,AT3G51520,"(1 of 1) K14457 - 2-acylglycerol O-acyltransferase 2 (MOGAT2, MGAT2)"
Migut.11G114100,MgIM767.11G090500,1:1,inv11b,AT3G03250,(1 of 1) PTHR43511:SF4 - UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE
Migut.11G114200,x,IM62+,inv11b,AT2G17080,(1 of 5) PTHR33070:SF115 - T23E18.15
Migut.11G114300,MgIM767.11G104700,1:1,inv11a,AT3G05090,"(1 of 1) K15361 - WD repeat-containing protein 48 (WDR48, UAF1)"
Migut.11G114400,MgIM767.11G104600,1:1,inv11a,AT1G49620,(1 of 1) PTHR46776:SF9 - CYCLIN-DEPENDENT KINASE INHIBITOR 7
Migut.11G114500,MgIM767.11G104500,1:1,inv11a,AT3G19184,(1 of 1) PTHR31391:SF99 - B3 DOMAIN-CONTAINING PROTEIN OS06G0194400
Migut.11G114600,MgIM767.11G104400,1:1,inv11a,AT5G66800,(1 of 1) PTHR31722:SF62 - EMB|CAB62433.1|
Migut.11G114700,MgIM767.11G104300,1:1,inv11a,AT1G18210,(1 of 1) PTHR10891:SF814 - CALCIUM-BINDING PROTEIN CML27-RELATED
Migut.11G114800,MgIM767.11G104200,1:1,inv11a,AT3G50340,
Migut.11G114900,MgIM767.11G104100,1:1,inv11a,AT5G67030,"(1 of 1) K09838 - zeaxanthin epoxidase (ZEP, ABA1)"
Migut.11G115000,MgIM767.11G104000,1:1,inv11a,AT5G67080,(1 of 2) PTHR48011:SF18 - MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 19-RELATED
Migut.11G115100,MgIM767.11G103900,1:1,inv11a,AT1G45688,(1 of 1) PTHR31852:SF167 - TRANSMEMBRANE PROTEIN
Migut.11G115200,MgIM767.11G103800,1:1,inv11a,AT3G49000,"(1 of 1) K03023 - DNA-directed RNA polymerase III subunit RPC3 (RPC3, POLR3C)"
Migut.11G115300,MgIM767.11G103700,1:1,inv11a,AT2G23360,(1 of 1) PTHR31580:SF22 - FILAMENT-LIKE PLANT PROTEIN 7
Migut.11G115400,MgIM767.11G103600,1:1,inv11a,AT1G26290,
Migut.11G115500,MgIM767.11G103500,1:1,inv11a,AT2G22480,"(1 of 1) PTHR45770:SF23 - ATP-DEPENDENT 6-PHOSPHOFRUCTOKINASE 5, CHLOROPLASTIC"
Migut.11G115600,MgIM767.11G103400,1:1,inv11a,AT5G65420,(1 of 1) PTHR10177:SF586 - CYCLIN-D4-1
Migut.11G115700,MgIM767.11G103300,1:1,inv11a,AT5G65430,(1 of 1) PTHR18860:SF145 - 14-3-3-LIKE PROTEIN GF14 KAPPA
Migut.11G115800,MgIM767.11G103200,1:1,inv11a,AT1G80770,(1 of 1) PTHR45759:SF4 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN
Migut.11G115900,MgIM767.11G103100,1:1,inv11a,AT2G39445,"(1 of 2) K03861 - phosphatidylinositol glycan, class P (PIGP, GPI19, DSCR5)"
Migut.11G116000,MgIM767.11G103000,1:1,inv11a,AT4G24610,
Migut.11G116100,x,IM62+,inv11a,AT1G68960,(1 of 1) PTHR44259:SF90 - DUF295 DOMAIN-CONTAINING PROTEIN
Migut.11G116200,x,IM62+,inv11a,AT5G38190,(1 of 13) PTHR31099:SF51 - DUF1204 DOMAIN-CONTAINING PROTEIN-RELATED
Migut.11G116300,x,IM62+,inv11a,,
Migut.11G116400,x,IM62+,inv11a,,
Migut.11G116500,x,IM62+,inv11a,,"(1 of 5) K15104 - solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11 (SLC25A11, OGC)"
x,MgIM767.11G112000,IM767+,out,,"(1 of 44) IPR001305 - Heat shock protein DnaJ, cysteine-rich domain"
Migut.11G116600,MgIM767.11G112100,1:1,out,AT3G02290,(1 of 2) PTHR46463:SF10 - RING_U-BOX SUPERFAMILY PROTEIN
Migut.11G116700,MgIM767.11G112200,1:1,out,AT5G38880,(1 of 1) PF14817 - HAUS augmin-like complex subunit 5 (HAUS5)
Migut.11G116800,MgIM767.11G112300,1:1,out,AT5G15802,"(1 of 33) IPR001305 - Heat shock protein DnaJ, cysteine-rich domain"
Migut.11G116900,MgIM767.11G112400,1:1,out,AT3G30210,(1 of 1) PTHR45675:SF17 - MYB TRANSCRIPTION FACTOR
Migut.11G117000,MgIM767.11G112500,1:1,out,AT3G02320,(1 of 1) PTHR10631:SF3 - TRNA (GUANINE(26)-N(2))-DIMETHYLTRANSFERASE
Migut.11G117100,MgIM767.11G112600,1:1,out,AT5G60920,(1 of 1) PTHR31673:SF65 - PROTEIN COBRA
Migut.11G117200,MgIM767.11G112700,1:1,out,AT5G60920,(1 of 1) PTHR31673:SF65 - PROTEIN COBRA
Migut.11G117300,MgIM767.11G112800,1:1,out,AT5G15640,(1 of 1) PTHR46080:SF3 - MITOCHONDRIAL SUBSTRATE CARRIER FAMILY PROTEIN
Migut.11G117400,MgIM767.11G112900,1:1,out,AT3G02220,(1 of 1) KOG3241 - Uncharacterized conserved protein
Migut.11G117500,MgIM767.11G113000,1:1,out,AT3G29780,(1 of 1) PTHR39112:SF5 - PROTEIN RALF-LIKE 27
Migut.11G117600,MgIM767.11G113100,1:1,out,AT5G39040,(1 of 1) 3.6.3.43//3.6.3.44 - bacterial ABC-type protein transporter. / peptide-transporting ATPase. // ABC-type xenobiotic transporter. / xenobiotic-transporting ATPase.
Migut.11G117700,MgIM767.11G113200,1:1,out,AT3G02200,(1 of 1) PTHR15350:SF14 - EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT M
Migut.11G117800,MgIM767.11G113300,1:1,out,AT4G31985,"(1 of 3) K02924 - large subunit ribosomal protein L39e (RP-L39e, RPL39)"
Migut.11G117900,MgIM767.11G113400,1:1,out,AT1G69230,(1 of 2) PTHR33403:SF28 - PROTEIN SPIRAL1-LIKE 1-RELATED
Migut.11G118000,MgIM767.11G113500,1:1,out,AT4G26190,(1 of 1) PTHR12210:SF172 - HALOACID DEHALOGENASE-LIKE HYDROLASE (HAD) SUPERFAMILY PROTEIN
Migut.11G118100,MgIM767.11G113600,1:1,out,AT1G74160,(1 of 1) PTHR31680:SF4 - PROTEIN LONGIFOLIA 1-RELATED
Migut.11G118200,MgIM767.11G113700,1:1,out,AT3G02160,(1 of 1) PTHR46338:SF1 - TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 8
Migut.11G118300,MgIM767.11G113800,1:1,out,AT3G02150,(1 of 1) PTHR31072:SF147 - TRANSCRIPTION FACTOR TCP13
Migut.11G118400,MgIM767.11G113900,1:1,out,AT5G60980,(1 of 1) PTHR10693:SF20 - AT27578P
Migut.11G118500,MgIM767.11G114000,1:1,out,AT3G29575,(1 of 1) PTHR31413:SF31 - NINJA-FAMILY PROTEIN AFP3
Migut.11G118600,MgIM767.11G114100,1:1,out,AT3G02130,(1 of 4) PTHR48056:SF81 - LEUCINE-RICH REPEAT CONTAINING PROTEIN
Migut.11G118700,MgIM767.11G114200,1:1,out,AT2G03630,(1 of 1) PTHR33673:SF41 - SUPPRESSOR SRP40-LIKE PROTEIN
Migut.11G118800,MgIM767.11G114300,1:1,out,AT2G03530,(1 of 3) PTHR31081:SF5 - UREIDE PERMEASE 1-RELATED
Migut.11G118900,MgIM767.11G114400,1:1,out,AT1G13820,(1 of 1) PTHR43689:SF64 - ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN
Migut.11G119000,MgIM767.11G114500,1:1,out,AT5G15550,"(1 of 1) K14863 - ribosome biogenesis protein YTM1 (YTM1, WDR12)"
Migut.11G119100,MgIM767.11G114600,1:1,out,AT3G01015,(1 of 1) PTHR14326:SF54 - MICROTUBULE-DESTABILIZING PROTEIN 60
Migut.11G119200,MgIM767.11G114700,1:1,out,AT3G02080,"(1 of 3) K02966 - small subunit ribosomal protein S19e (RP-S19e, RPS19)"
Migut.11G119300,MgIM767.11G114800,1:1,out,AT3G02090,"(1 of 1) K17732 - mitochondrial-processing peptidase subunit beta [EC:3.4.24.64] (PMPCB, MAS1)"
Migut.11G119400,MgIM767.11G114900,1:1,out,AT1G62940,(1 of 1) PTHR24096:SF389 - 4-COUMARATE--COA LIGASE-LIKE 1
x,MgIM767.11G115000,IM767+,out,AT1G62940,(1 of 1) PTHR24096:SF389 - 4-COUMARATE--COA LIGASE-LIKE 1
Migut.11G119500,MgIM767.11G115100,1:1,out,,
Migut.11G119600,MgIM767.11G115200,1:1,out,AT3G29370,(1 of 177) IPR036638 - Helix-loop-helix DNA-binding domain superfamily
Migut.11G119700,MgIM767.11G115300,1:1,out,AT3G02100,(1 of 1) 2.4.1.63 - linamarin synthase. / linamarin synthase.
Migut.11G119800,x,IM62+,out,,
Migut.11G119900,MgIM767.11G115400,1:1,out,AT5G15490,(1 of 2) PTHR11374:SF3 - UDP-GLUCOSE 6-DEHYDROGENASE
Migut.11G120000,MgIM767.11G115500,1:1,out,AT3G29310,"(1 of 1) PTHR33322:SF18 - BAG FAMILY MOLECULAR CHAPERONE REGULATOR 8, CHLOROPLASTIC"
Migut.11G120100,x,IM62+,out,,
Migut.11G120200,MgIM767.11G115600,1:1,out,AT3G29310,"(1 of 1) PTHR33322:SF18 - BAG FAMILY MOLECULAR CHAPERONE REGULATOR 8, CHLOROPLASTIC"
Migut.11G120300,MgIM767.11G115700,1:1,out,AT3G01040,(1 of 1) PTHR32116:SF27 - GALACTURONOSYLTRANSFERASE 10-RELATED
Migut.11G120400,MgIM767.11G115800,1:1,out,AT5G15460,(1 of 1) PTHR13169:SF26 - MEMBRANE-ANCHORED UBIQUITIN-FOLD PROTEIN 2
Migut.11G120500,MgIM767.11G115900,1:1,out,AT5G15450,(1 of 1) PTHR11638:SF18 - AAA ATPASE DOMAIN-CONTAINING PROTEIN
Migut.11G120600,MgIM767.11G116000,1:1,out,AT5G39360,(1 of 1) PTHR31348:SF2 - EID1-LIKE F-BOX PROTEIN 1-RELATED
Migut.11G120700,MgIM767.11G116100,1:1,out,AT5G15430,(1 of 1) PTHR33349:SF9 - CALMODULIN-BINDING DOMAIN-CONTAINING PROTEIN
Migut.11G120800,MgIM767.11G116200,1:1,out,AT3G29270,(1 of 1) PTHR46616:SF2 - OS03G0211100 PROTEIN
Migut.11G120900,MgIM767.11G116300,1:1,out,AT5G15410,(1 of 1) PTHR45651:SF50 - CYCLIC NUCLEOTIDE-GATED ION CHANNEL 2
Migut.11G121000,MgIM767.11G116400,1:1,out,AT3G29200,(1 of 1) PTHR21145:SF0 - CHORISMATE MUTASE
Migut.11G121100,MgIM767.11G116500,1:1,out,AT3G29185,"(1 of 1) PF12204//PF21053 - Domain of unknown function (DUF3598), N-terminal (DUF3598_N) // Domain of unknown function (DUF3598), C-terminal domain (DUF3598_C)"
Migut.11G121200,MgIM767.11G116600,1:1,out,AT2G03340,(1 of 1) PTHR31221:SF130 - WRKY TRANSCRIPTION FACTOR 3-RELATED
Migut.11G121300,MgIM767.11G116700,1:1,out,AT1G18670,(1 of 1) PTHR24056:SF228 - CYCLIN-DEPENDENT KINASE-LIKE PROTEIN-RELATED
Migut.11G121400,MgIM767.11G116800,1:1,out,AT3G29180,(1 of 1) PTHR31558:SF34 - PROTEIN ENHANCED DISEASE RESISTANCE 2 C-TERMINAL DOMAIN-CONTAINING PROTEIN
Migut.11G121500,MgIM767.11G116900,1:1,out,AT3G29170,(1 of 1) PTHR15664:SF21 - TRANSMEMBRANE PROTEIN 230
Migut.11G121600,MgIM767.11G117000,1:1,out,AT3G01090,"(1 of 1) IPR000719//IPR001772//IPR009060//IPR011009//IPR015940//IPR020635//IPR027916//IPR028375 - Protein kinase domain // Kinase associated domain 1 (KA1) // UBA-like // Protein kinase-like domain // Ubiquitin-associated domain // Tyrosine-protein kinase, catalytic domain // Protein kinase-like domain, Apicomplexa // KA1 domain/Ssp2 C-terminal domain"
Migut.11G121700,MgIM767.11G117100,1:1,out,AT5G19790,(1 of 1) PTHR31194:SF257 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR RAP2-11
Migut.11G121800,MgIM767.11G117200,1:1,out,AT5G39510,(1 of 4) K08493 - vesicle transport through interaction with t-SNAREs 1 (VTI1)
Migut.11G121900,MgIM767.11G117300,1:1,out,AT3G29060,(1 of 1) PTHR10783:SF124 - PHOSPHATE TRANSPORTER PHO1 HOMOLOG 9
Migut.11G122000,MgIM767.11G117400,1:1,out,AT5G15330,(1 of 1) PTHR45978:SF7 - SPX DOMAIN-CONTAINING PROTEIN 4
Migut.11G122100,MgIM767.11G117500,1:1,out,AT3G01120,(1 of 2) 2.5.1.48 - cystathionine gamma-synthase. / O-succinyl-L-homoserine succinate-lyase (adding cysteine).
